jour;cl_age90;P;T;pop
;;sum;sum;sum
2021-02-20;39;2271;34497;8295371.931939545
2021-02-20;49;2250;32739;8592886.15993014
2021-02-20;59;2065;28736;8792674.76801071
2021-02-20;69;1314;21302;8004082.760304243
2021-02-20;79;761;14612;5695639.130797295
2021-02-20;89;521;8170;3245280.6081309738
2021-02-20;90;194;2823;912580.6062728533
2021-02-21;0;3415;43974;67114995.0
2021-02-21;9;155;2438;7763205.686272893
2021-02-21;19;341;4149;8336486.160537239
2021-02-21;29;509;6746;7476787.1878041085
2021-02-21;39;521;6982;8295371.931939545
2021-02-21;49;536;5855;8592886.15993014
2021-02-21;59;416;5098;8792674.76801071
2021-02-21;69;344;4228;8004082.760304243
2021-02-21;79;254;3456;5695639.130797295
2021-02-21;89;231;3422;3245280.6081309738
2021-02-21;90;108;1580;912580.6062728533
2021-02-22;0;33087;414462;67114995.0
2021-02-22;9;1326;16147;7763205.686272893
2021-02-22;19;4063;43730;8336486.160537239
2021-02-22;29;5091;60919;7476787.1878041085
2021-02-22;39;5276;64740;8295371.931939545
2021-02-22;49;5283;60227;8592886.15993014
2021-02-22;59;4969;57303;8792674.76801071
2021-02-22;69;3198;45513;8004082.760304243
2021-02-22;79;1961;31963;5695639.130797295
2021-02-22;89;1279;21868;3245280.6081309738
2021-02-22;90;631;11944;912580.6062728533
2021-02-23;0;25675;350314;67114995.0
2021-02-23;9;1013;13079;7763205.686272893
2021-02-23;19;3120;36531;8336486.160537239
2021-02-23;29;4006;54197;7476787.1878041085
2021-02-23;39;4180;55355;8295371.931939545
2021-02-23;49;4015;50133;8592886.15993014
2021-02-23;59;3684;48185;8792674.76801071
2021-02-23;69;2454;37485;8004082.760304243
2021-02-23;79;1672;25968;5695639.130797295
2021-02-23;89;972;18412;3245280.6081309738
2021-02-23;90;543;10860;912580.6062728533
2021-02-24;0;24235;334298;67114995.0
2021-02-24;9;1021;12444;7763205.686272893
2021-02-24;19;3218;35915;8336486.160537239
2021-02-24;29;4035;55112;7476787.1878041085
2021-02-24;39;3778;53800;8295371.931939545
2021-02-24;49;3693;48826;8592886.15993014
2021-02-24;59;3316;46197;8792674.76801071
2021-02-24;69;2368;34826;8004082.760304243
2021-02-24;79;1455;22331;5695639.130797295
2021-02-24;89;913;15678;3245280.6081309738
2021-02-24;90;429;9075;912580.6062728533
2021-02-25;0;24181;350191;67114995.0
2021-02-25;9;1027;12840;7763205.686272893
2021-02-25;19;3245;41048;8336486.160537239
2021-02-25;29;3906;61478;7476787.1878041085
2021-02-25;39;3927;58386;8295371.931939545
2021-02-25;49;3726;51634;8592886.15993014
2021-02-25;59;3400;46962;8792674.76801071
2021-02-25;69;2351;33809;8004082.760304243
2021-02-25;79;1401;21367;5695639.130797295
2021-02-25;89;823;14611;3245280.6081309738
2021-02-25;90;367;7946;912580.6062728533
2021-02-26;0;25015;396435;67114995.0
2021-02-26;9;1251;15262;7763205.686272893
2021-02-26;19;3554;47866;8336486.160537239
2021-02-26;29;3935;67051;7476787.1878041085
2021-02-26;39;3882;63993;8295371.931939545
2021-02-26;49;3824;57274;8592886.15993014
2021-02-26;59;3522;53419;8792674.76801071
2021-02-26;69;2448;41571;8004082.760304243
2021-02-26;79;1404;26884;5695639.130797295
2021-02-26;89;859;15829;3245280.6081309738
2021-02-26;90;332;7188;912580.6062728533
2021-02-27;0;14453;209621;67114995.0
2021-02-27;9;698;8328;7763205.686272893
2021-02-27;19;2082;24577;8336486.160537239
2021-02-27;29;2344;35428;7476787.1878041085
2021-02-27;39;2238;33424;8295371.931939545
2021-02-27;49;2305;30560;8592886.15993014
2021-02-27;59;1975;28335;8792674.76801071
2021-02-27;69;1396;22745;8004082.760304243
2021-02-27;79;782;15266;5695639.130797295
2021-02-27;89;460;8125;3245280.6081309738
2021-02-27;90;172;2775;912580.6062728533
2021-02-28;0;3295;44742;67114995.0
2021-02-28;9;141;2206;7763205.686272893
2021-02-28;19;375;4202;8336486.160537239
2021-02-28;29;535;7211;7476787.1878041085
2021-02-28;39;525;7094;8295371.931939545
2021-02-28;49;482;5791;8592886.15993014
2021-02-28;59;405;5135;8792674.76801071
2021-02-28;69;326;4575;8004082.760304243
2021-02-28;79;208;3680;5695639.130797295
2021-02-28;89;198;3299;3245280.6081309738
2021-02-28;90;98;1534;912580.6062728533
2021-03-01;0;31832;412361;67114995.0
2021-03-01;9;1346;15299;7763205.686272893
2021-03-01;19;4254;42627;8336486.160537239
2021-03-01;29;5015;62407;7476787.1878041085
2021-03-01;39;5118;63219;8295371.931939545
2021-03-01;49;5002;58570;8592886.15993014
2021-03-01;59;4552;57786;8792674.76801071
2021-03-01;69;3270;47483;8004082.760304243
2021-03-01;79;1845;33112;5695639.130797295
2021-03-01;89;1040;21055;3245280.6081309738
2021-03-01;90;379;10714;912580.6062728533
2021-03-02;0;24602;344158;67114995.0
2021-03-02;9;1052;12860;7763205.686272893
2021-03-02;19;3286;38862;8336486.160537239
2021-03-02;29;4090;53358;7476787.1878041085
2021-03-02;39;3931;52665;8295371.931939545
2021-03-02;49;3720;47496;8592886.15993014
2021-03-02;59;3360;47249;8792674.76801071
2021-03-02;69;2378;37935;8004082.760304243
2021-03-02;79;1506;26000;5695639.130797295
2021-03-02;89;863;17757;3245280.6081309738
2021-03-02;90;404;9904;912580.6062728533
2021-03-03;0;23598;325623;67114995.0
2021-03-03;9;1107;11463;7763205.686272893
2021-03-03;19;3445;36528;8336486.160537239
2021-03-03;29;4038;55246;7476787.1878041085
2021-03-03;39;3831;51908;8295371.931939545
2021-03-03;49;3550;45959;8592886.15993014
2021-03-03;59;3187;44977;8792674.76801071
2021-03-03;69;2165;34703;8004082.760304243
2021-03-03;79;1286;21985;5695639.130797295
2021-03-03;89;710;14865;3245280.6081309738
2021-03-03;90;270;7895;912580.6062728533
2021-03-04;0;23742;350244;67114995.0
2021-03-04;9;1124;16110;7763205.686272893
2021-03-04;19;3390;44834;8336486.160537239
2021-03-04;29;4097;62235;7476787.1878041085
2021-03-04;39;3767;55960;8295371.931939545
2021-03-04;49;3643;47877;8592886.15993014
2021-03-04;59;3148;46296;8792674.76801071
2021-03-04;69;2238;34079;8004082.760304243
2021-03-04;79;1251;20612;5695639.130797295
2021-03-04;89;782;14140;3245280.6081309738
2021-03-04;90;293;7988;912580.6062728533
2021-03-05;0;25512;402626;67114995.0
2021-03-05;9;1421;22476;7763205.686272893
2021-03-05;19;3715;52338;8336486.160537239
2021-03-05;29;4165;66462;7476787.1878041085
2021-03-05;39;3923;61571;8295371.931939545
2021-03-05;49;3761;54375;8592886.15993014
2021-03-05;59;3492;53241;8792674.76801071
2021-03-05;69;2432;42379;8004082.760304243
2021-03-05;79;1482;27734;5695639.130797295
2021-03-05;89;791;15408;3245280.6081309738
2021-03-05;90;292;6467;912580.6062728533
2021-03-06;0;15629;216752;67114995.0
2021-03-06;9;792;9072;7763205.686272893
2021-03-06;19;2282;25167;8336486.160537239
2021-03-06;29;2538;35825;7476787.1878041085
2021-03-06;39;2427;34002;8295371.931939545
2021-03-06;49;2475;31256;8592886.15993014
2021-03-06;59;2165;30260;8792674.76801071
2021-03-06;69;1437;23842;8004082.760304243
2021-03-06;79;862;15961;5695639.130797295
2021-03-06;89;486;8361;3245280.6081309738
2021-03-06;90;162;2971;912580.6062728533
2021-03-07;0;3582;46672;67114995.0
2021-03-07;9;192;2226;7763205.686272893
2021-03-07;19;449;4330;8336486.160537239
2021-03-07;29;523;7248;7476787.1878041085
2021-03-07;39;603;7291;8295371.931939545
2021-03-07;49;532;6284;8592886.15993014
2021-03-07;59;472;5892;8792674.76801071
2021-03-07;69;322;4746;8004082.760304243
2021-03-07;79;195;3682;5695639.130797295
2021-03-07;89;214;3410;3245280.6081309738
2021-03-07;90;80;1555;912580.6062728533
2021-03-08;0;34225;435989;67114995.0
2021-03-08;9;1599;22627;7763205.686272893
2021-03-08;19;4835;52558;8336486.160537239
2021-03-08;29;5523;63847;7476787.1878041085
2021-03-08;39;5490;65724;8295371.931939545
2021-03-08;49;5537;60608;8592886.15993014
2021-03-08;59;4852;59214;8792674.76801071
2021-03-08;69;3214;48549;8004082.760304243
2021-03-08;79;1901;33324;5695639.130797295
2021-03-08;89;924;19890;3245280.6081309738
2021-03-08;90;342;9548;912580.6062728533
2021-03-09;0;27808;377177;67114995.0
2021-03-09;9;1384;25678;7763205.686272893
2021-03-09;19;4119;51334;8336486.160537239
2021-03-09;29;4512;55053;7476787.1878041085
2021-03-09;39;4249;55092;8295371.931939545
2021-03-09;49;4263;50342;8592886.15993014
2021-03-09;59;3801;48925;8792674.76801071
2021-03-09;69;2679;38619;8004082.760304243
2021-03-09;79;1514;25795;5695639.130797295
2021-03-09;89;925;17161;3245280.6081309738
2021-03-09;90;349;9079;912580.6062728533
2021-03-10;0;28106;355356;67114995.0
2021-03-10;9;1486;16748;7763205.686272893
2021-03-10;19;4166;47187;8336486.160537239
2021-03-10;29;4876;57543;7476787.1878041085
2021-03-10;39;4486;55288;8295371.931939545
2021-03-10;49;4329;50468;8592886.15993014
2021-03-10;59;3700;47461;8792674.76801071
2021-03-10;69;2503;35860;8004082.760304243
2021-03-10;79;1410;22152;5695639.130797295
2021-03-10;89;834;14664;3245280.6081309738
2021-03-10;90;309;7867;912580.6062728533
2021-03-11;0;30904;434636;67114995.0
2021-03-11;9;1622;39174;7763205.686272893
2021-03-11;19;4684;69549;8336486.160537239
2021-03-11;29;5592;70022;7476787.1878041085
2021-03-11;39;5010;66346;8295371.931939545
2021-03-11;49;4714;57452;8592886.15993014
2021-03-11;59;3957;52579;8792674.76801071
2021-03-11;69;2720;36885;8004082.760304243
2021-03-11;79;1505;20772;5695639.130797295
2021-03-11;89;776;13824;3245280.6081309738
2021-03-11;90;316;7915;912580.6062728533
2021-03-12;0;32152;488734;67114995.0
2021-03-12;9;2002;44002;7763205.686272893
2021-03-12;19;5101;77267;8336486.160537239
2021-03-12;29;5326;75339;7476787.1878041085
2021-03-12;39;5124;72283;8295371.931939545
2021-03-12;49;4789;63780;8592886.15993014
2021-03-12;59;4228;59585;8792674.76801071
2021-03-12;69;2895;45158;8004082.760304243
2021-03-12;79;1538;28270;5695639.130797295
2021-03-12;89;835;15983;3245280.6081309738
2021-03-12;90;302;6918;912580.6062728533
2021-03-13;0;20842;260840;67114995.0
2021-03-13;9;1168;13602;7763205.686272893
2021-03-13;19;3146;35936;8336486.160537239
2021-03-13;29;3412;42230;7476787.1878041085
2021-03-13;39;3371;41139;8295371.931939545
2021-03-13;49;3250;37987;8592886.15993014
2021-03-13;59;3016;34850;8792674.76801071
2021-03-13;69;1802;25943;8004082.760304243
2021-03-13;79;1014;16974;5695639.130797295
2021-03-13;89;493;8980;3245280.6081309738
2021-03-13;90;168;3136;912580.6062728533
2021-03-14;0;4961;57494;67114995.0
2021-03-14;9;264;3235;7763205.686272893
2021-03-14;19;604;5952;8336486.160537239
2021-03-14;29;784;8769;7476787.1878041085
2021-03-14;39;901;9318;8295371.931939545
2021-03-14;49;796;8121;8592886.15993014
2021-03-14;59;638;7283;8792674.76801071
2021-03-14;69;398;5507;8004082.760304243
2021-03-14;79;285;4107;5695639.130797295
2021-03-14;89;204;3493;3245280.6081309738
2021-03-14;90;86;1689;912580.6062728533
2021-03-15;0;44582;512462;67114995.0
2021-03-15;9;2357;41755;7763205.686272893
2021-03-15;19;6240;71474;8336486.160537239
2021-03-15;29;7182;71551;7476787.1878041085
2021-03-15;39;7424;76353;8295371.931939545
2021-03-15;49;7074;70224;8592886.15993014
2021-03-15;59;6276;65389;8792674.76801071
2021-03-15;69;4145;50999;8004082.760304243
2021-03-15;79;2284;34639;5695639.130797295
2021-03-15;89;1166;20361;3245280.6081309738
2021-03-15;90;428;9574;912580.6062728533
2021-03-16;0;35152;460411;67114995.0
2021-03-16;9;2119;47411;7763205.686272893
2021-03-16;19;5387;75594;8336486.160537239
2021-03-16;29;5873;64235;7476787.1878041085
2021-03-16;39;5642;66880;8295371.931939545
2021-03-16;49;5377;60480;8592886.15993014
2021-03-16;59;4599;54265;8792674.76801071
2021-03-16;69;3175;40610;8004082.760304243
2021-03-16;79;1659;26482;5695639.130797295
2021-03-16;89;923;16265;3245280.6081309738
2021-03-16;90;386;8068;912580.6062728533
2021-03-17;0;32520;406498;67114995.0
2021-03-17;9;1928;25356;7763205.686272893
2021-03-17;19;5118;62293;8336486.160537239
2021-03-17;29;5497;64834;7476787.1878041085
2021-03-17;39;5282;63872;8295371.931939545
2021-03-17;49;5019;57520;8592886.15993014
2021-03-17;59;4228;51628;8792674.76801071
2021-03-17;69;2793;37161;8004082.760304243
2021-03-17;79;1467;22559;5695639.130797295
2021-03-17;89;857;13997;3245280.6081309738
2021-03-17;90;320;7179;912580.6062728533
2021-03-18;0;34239;484896;67114995.0
2021-03-18;9;2296;51997;7763205.686272893
2021-03-18;19;5448;84366;8336486.160537239
2021-03-18;29;5631;74087;7476787.1878041085
2021-03-18;39;5524;72715;8295371.931939545
2021-03-18;49;5097;63840;8592886.15993014
2021-03-18;59;4325;56575;8792674.76801071
2021-03-18;69;3103;38111;8004082.760304243
2021-03-18;79;1586;21082;5695639.130797295
2021-03-18;89;863;13969;3245280.6081309738
2021-03-18;90;357;8009;912580.6062728533
2021-03-19;0;36448;547059;67114995.0
2021-03-19;9;2632;59239;7763205.686272893
2021-03-19;19;5981;93521;8336486.160537239
2021-03-19;29;5626;79698;7476787.1878041085
2021-03-19;39;5840;81513;8295371.931939545
2021-03-19;49;5523;72609;8592886.15993014
2021-03-19;59;4692;63624;8792674.76801071
2021-03-19;69;3228;46767;8004082.760304243
2021-03-19;79;1674;28315;5695639.130797295
2021-03-19;89;885;15037;3245280.6081309738
2021-03-19;90;356;6599;912580.6062728533
2021-03-20;0;22658;282274;67114995.0
2021-03-20;9;1450;18916;7763205.686272893
2021-03-20;19;3729;41982;8336486.160537239
2021-03-20;29;3366;43404;7476787.1878041085
2021-03-20;39;3604;44952;8295371.931939545
2021-03-20;49;3674;40805;8592886.15993014
2021-03-20;59;3097;36240;8792674.76801071
2021-03-20;69;1989;27136;8004082.760304243
2021-03-20;79;1044;16966;5695639.130797295
2021-03-20;89;504;8771;3245280.6081309738
2021-03-20;90;197;3029;912580.6062728533
2021-03-21;0;5376;59254;67114995.0
2021-03-21;9;323;4244;7763205.686272893
2021-03-21;19;697;6821;8336486.160537239
2021-03-21;29;802;9079;7476787.1878041085
2021-03-21;39;964;9796;8295371.931939545
2021-03-21;49;860;8138;8592886.15993014
2021-03-21;59;643;6988;8792674.76801071
2021-03-21;69;460;5212;8004082.760304243
2021-03-21;79;306;3871;5695639.130797295
2021-03-21;89;230;3439;3245280.6081309738
2021-03-21;90;90;1626;912580.6062728533
2021-03-22;0;52307;584929;67114995.0
2021-03-22;9;3165;57177;7763205.686272893
2021-03-22;19;8036;89090;8336486.160537239
2021-03-22;29;7753;78581;7476787.1878041085
2021-03-22;39;8611;87037;8295371.931939545
2021-03-22;49;8647;79927;8592886.15993014
2021-03-22;59;7204;70897;8792674.76801071
2021-03-22;69;4711;55105;8004082.760304243
2021-03-22;79;2473;36001;5695639.130797295
2021-03-22;89;1210;21000;3245280.6081309738
2021-03-22;90;482;9931;912580.6062728533
2021-03-23;0;42670;536703;67114995.0
2021-03-23;9;2682;62121;7763205.686272893
2021-03-23;19;7051;91332;8336486.160537239
2021-03-23;29;6528;71204;7476787.1878041085
2021-03-23;39;6934;78392;8295371.931939545
2021-03-23;49;6792;70181;8592886.15993014
2021-03-23;59;5598;61965;8792674.76801071
2021-03-23;69;3676;45930;8004082.760304243
2021-03-23;79;1976;28581;5695639.130797295
2021-03-23;89;998;17681;3245280.6081309738
2021-03-23;90;418;9192;912580.6062728533
2021-03-24;0;40898;481442;67114995.0
2021-03-24;9;2518;36808;7763205.686272893
2021-03-24;19;6929;78116;8336486.160537239
2021-03-24;29;6539;72202;7476787.1878041085
2021-03-24;39;6621;75453;8295371.931939545
2021-03-24;49;6314;67979;8592886.15993014
2021-03-24;59;5299;59482;8792674.76801071
2021-03-24;69;3451;42845;8004082.760304243
2021-03-24;79;1842;24940;5695639.130797295
2021-03-24;89;1015;15459;3245280.6081309738
2021-03-24;90;359;8048;912580.6062728533
