reg;jour;three_class;P;T;pop
;;;sum;sum;sum
Pays de la Loire;2020-07-29;60+;14;1900;1044051.0
Pays de la Loire;2020-07-29;whole;76;6204;3801797.0
Pays de la Loire;2020-07-30;0-19;11;957;933509.0
Pays de la Loire;2020-07-30;20-59;53;3505;1824237.0
Pays de la Loire;2020-07-30;60+;9;1662;1044051.0
Pays de la Loire;2020-07-30;whole;73;6124;3801797.0
Pays de la Loire;2020-07-31;0-19;35;1054;933509.0
Pays de la Loire;2020-07-31;20-59;59;3797;1824237.0
Pays de la Loire;2020-07-31;60+;6;1857;1044051.0
Pays de la Loire;2020-07-31;whole;100;6708;3801797.0
Pays de la Loire;2020-08-01;0-19;12;448;933509.0
Pays de la Loire;2020-08-01;20-59;29;1382;1824237.0
Pays de la Loire;2020-08-01;60+;9;753;1044051.0
Pays de la Loire;2020-08-01;whole;50;2583;3801797.0
Pays de la Loire;2020-08-02;0-19;2;130;933509.0
Pays de la Loire;2020-08-02;20-59;9;509;1824237.0
Pays de la Loire;2020-08-02;60+;1;359;1044051.0
Pays de la Loire;2020-08-02;whole;12;998;3801797.0
Pays de la Loire;2020-08-03;0-19;15;945;933509.0
Pays de la Loire;2020-08-03;20-59;49;3241;1824237.0
Pays de la Loire;2020-08-03;60+;20;2111;1044051.0
Pays de la Loire;2020-08-03;whole;84;6300;3801797.0
Pays de la Loire;2020-08-04;0-19;17;849;933509.0
Pays de la Loire;2020-08-04;20-59;67;3375;1824237.0
Pays de la Loire;2020-08-04;60+;16;1777;1044051.0
Pays de la Loire;2020-08-04;whole;100;6003;3801797.0
Pays de la Loire;2020-08-05;0-19;18;828;933509.0
Pays de la Loire;2020-08-05;20-59;61;3221;1824237.0
Pays de la Loire;2020-08-05;60+;21;1903;1044051.0
Pays de la Loire;2020-08-05;whole;100;5954;3801797.0
Pays de la Loire;2020-08-06;0-19;22;877;933509.0
Pays de la Loire;2020-08-06;20-59;68;3223;1824237.0
Pays de la Loire;2020-08-06;60+;11;1659;1044051.0
Pays de la Loire;2020-08-06;whole;102;5760;3801797.0
Pays de la Loire;2020-08-07;0-19;23;769;933509.0
Pays de la Loire;2020-08-07;20-59;74;3179;1824237.0
Pays de la Loire;2020-08-07;60+;14;1593;1044051.0
Pays de la Loire;2020-08-07;whole;111;5542;3801797.0
Pays de la Loire;2020-08-08;0-19;8;416;933509.0
Pays de la Loire;2020-08-08;20-59;26;1278;1824237.0
Pays de la Loire;2020-08-08;60+;6;786;1044051.0
Pays de la Loire;2020-08-08;whole;40;2481;3801797.0
Pays de la Loire;2020-08-09;0-19;2;153;933509.0
Pays de la Loire;2020-08-09;20-59;12;514;1824237.0
Pays de la Loire;2020-08-09;60+;2;303;1044051.0
Pays de la Loire;2020-08-09;whole;16;970;3801797.0
Pays de la Loire;2020-08-10;0-19;26;747;933509.0
Pays de la Loire;2020-08-10;20-59;57;2667;1824237.0
Pays de la Loire;2020-08-10;60+;26;1791;1044051.0
Pays de la Loire;2020-08-10;whole;109;5207;3801797.0
Pays de la Loire;2020-08-11;0-19;18;731;933509.0
Pays de la Loire;2020-08-11;20-59;66;2990;1824237.0
Pays de la Loire;2020-08-11;60+;10;1956;1044051.0
Pays de la Loire;2020-08-11;whole;94;5678;3801797.0
Pays de la Loire;2020-08-12;0-19;21;843;933509.0
Pays de la Loire;2020-08-12;20-59;68;2894;1824237.0
Pays de la Loire;2020-08-12;60+;16;1651;1044051.0
Pays de la Loire;2020-08-12;whole;105;5391;3801797.0
Pays de la Loire;2020-08-13;0-19;26;782;933509.0
Pays de la Loire;2020-08-13;20-59;117;3309;1824237.0
Pays de la Loire;2020-08-13;60+;10;1515;1044051.0
Pays de la Loire;2020-08-13;whole;153;5607;3801797.0
Pays de la Loire;2020-08-14;0-19;55;930;933509.0
Pays de la Loire;2020-08-14;20-59;134;3698;1824237.0
Pays de la Loire;2020-08-14;60+;34;2294;1044051.0
Pays de la Loire;2020-08-14;whole;223;6924;3801797.0
Pays de la Loire;2020-08-15;0-19;10;315;933509.0
Pays de la Loire;2020-08-15;20-59;36;1326;1824237.0
Pays de la Loire;2020-08-15;60+;14;1057;1044051.0
Pays de la Loire;2020-08-15;whole;60;2698;3801797.0
Pays de la Loire;2020-08-16;0-19;16;262;933509.0
Pays de la Loire;2020-08-16;20-59;35;1020;1824237.0
Pays de la Loire;2020-08-16;60+;12;727;1044051.0
Pays de la Loire;2020-08-16;whole;63;2009;3801797.0
Pays de la Loire;2020-08-17;0-19;29;1071;933509.0
Pays de la Loire;2020-08-17;20-59;129;4191;1824237.0
Pays de la Loire;2020-08-17;60+;21;2301;1044051.0
Pays de la Loire;2020-08-17;whole;179;7566;3801797.0
Pays de la Loire;2020-08-18;0-19;24;970;933509.0
Pays de la Loire;2020-08-18;20-59;149;4276;1824237.0
Pays de la Loire;2020-08-18;60+;13;2015;1044051.0
Pays de la Loire;2020-08-18;whole;186;7263;3801797.0
Pays de la Loire;2020-08-19;0-19;31;980;933509.0
Pays de la Loire;2020-08-19;20-59;165;4558;1824237.0
Pays de la Loire;2020-08-19;60+;31;2026;1044051.0
Pays de la Loire;2020-08-19;whole;228;7568;3801797.0
Pays de la Loire;2020-08-20;0-19;42;906;933509.0
Pays de la Loire;2020-08-20;20-59;121;4158;1824237.0
Pays de la Loire;2020-08-20;60+;28;2051;1044051.0
Pays de la Loire;2020-08-20;whole;191;7116;3801797.0
Pays de la Loire;2020-08-21;0-19;34;1094;933509.0
Pays de la Loire;2020-08-21;20-59;110;4365;1824237.0
Pays de la Loire;2020-08-21;60+;20;1977;1044051.0
Pays de la Loire;2020-08-21;whole;164;7436;3801797.0
Pays de la Loire;2020-08-22;0-19;9;695;933509.0
Pays de la Loire;2020-08-22;20-59;43;2367;1824237.0
Pays de la Loire;2020-08-22;60+;5;1099;1044051.0
Pays de la Loire;2020-08-22;whole;57;4161;3801797.0
Pays de la Loire;2020-08-23;0-19;6;128;933509.0
Pays de la Loire;2020-08-23;20-59;15;464;1824237.0
Pays de la Loire;2020-08-23;60+;6;321;1044051.0
Pays de la Loire;2020-08-23;whole;27;913;3801797.0
Pays de la Loire;2020-08-24;0-19;37;1178;933509.0
Pays de la Loire;2020-08-24;20-59;129;5633;1824237.0
Pays de la Loire;2020-08-24;60+;14;2309;1044051.0
Pays de la Loire;2020-08-24;whole;180;9123;3801797.0
Pays de la Loire;2020-08-25;0-19;28;1042;933509.0
Pays de la Loire;2020-08-25;20-59;131;4945;1824237.0
Pays de la Loire;2020-08-25;60+;20;2319;1044051.0
Pays de la Loire;2020-08-25;whole;179;8306;3801797.0
Pays de la Loire;2020-08-26;0-19;27;1086;933509.0
Pays de la Loire;2020-08-26;20-59;114;5284;1824237.0
Pays de la Loire;2020-08-26;60+;15;2352;1044051.0
Pays de la Loire;2020-08-26;whole;156;8723;3801797.0
Pays de la Loire;2020-08-27;0-19;35;1093;933509.0
Pays de la Loire;2020-08-27;20-59;126;5653;1824237.0
Pays de la Loire;2020-08-27;60+;16;1936;1044051.0
Pays de la Loire;2020-08-27;whole;177;8685;3801797.0
Pays de la Loire;2020-08-28;0-19;50;1183;933509.0
Pays de la Loire;2020-08-28;20-59;156;5390;1824237.0
Pays de la Loire;2020-08-28;60+;26;1926;1044051.0
Pays de la Loire;2020-08-28;whole;232;8500;3801797.0
Pays de la Loire;2020-08-29;0-19;25;695;933509.0
Pays de la Loire;2020-08-29;20-59;63;2614;1824237.0
Pays de la Loire;2020-08-29;60+;1;1144;1044051.0
Pays de la Loire;2020-08-29;whole;89;4453;3801797.0
Pays de la Loire;2020-08-30;0-19;4;162;933509.0
Pays de la Loire;2020-08-30;20-59;16;557;1824237.0
Pays de la Loire;2020-08-30;60+;7;316;1044051.0
Pays de la Loire;2020-08-30;whole;27;1035;3801797.0
Pays de la Loire;2020-08-31;0-19;52;1537;933509.0
Pays de la Loire;2020-08-31;20-59;172;6429;1824237.0
Pays de la Loire;2020-08-31;60+;34;2519;1044051.0
Pays de la Loire;2020-08-31;whole;258;10486;3801797.0
Pays de la Loire;2020-09-01;0-19;64;1097;933509.0
Pays de la Loire;2020-09-01;20-59;184;5850;1824237.0
Pays de la Loire;2020-09-01;60+;27;2174;1044051.0
Pays de la Loire;2020-09-01;whole;275;9124;3801797.0
Pays de la Loire;2020-09-02;0-19;63;1291;933509.0
Pays de la Loire;2020-09-02;20-59;203;6126;1824237.0
Pays de la Loire;2020-09-02;60+;29;2133;1044051.0
Pays de la Loire;2020-09-02;whole;295;9553;3801797.0
Pays de la Loire;2020-09-03;0-19;58;1310;933509.0
Pays de la Loire;2020-09-03;20-59;236;6391;1824237.0
Pays de la Loire;2020-09-03;60+;41;2026;1044051.0
Pays de la Loire;2020-09-03;whole;335;9727;3801797.0
Pays de la Loire;2020-09-04;0-19;84;1815;933509.0
Pays de la Loire;2020-09-04;20-59;256;6736;1824237.0
Pays de la Loire;2020-09-04;60+;42;2416;1044051.0
Pays de la Loire;2020-09-04;whole;382;10967;3801797.0
Pays de la Loire;2020-09-05;0-19;39;1127;933509.0
Pays de la Loire;2020-09-05;20-59;109;3129;1824237.0
Pays de la Loire;2020-09-05;60+;22;1170;1044051.0
Pays de la Loire;2020-09-05;whole;170;5428;3801797.0
Pays de la Loire;2020-09-06;0-19;4;183;933509.0
Pays de la Loire;2020-09-06;20-59;15;499;1824237.0
Pays de la Loire;2020-09-06;60+;1;314;1044051.0
Pays de la Loire;2020-09-06;whole;20;996;3801797.0
Pays de la Loire;2020-09-07;0-19;124;2420;933509.0
Pays de la Loire;2020-09-07;20-59;238;6624;1824237.0
Pays de la Loire;2020-09-07;60+;42;2439;1044051.0
Pays de la Loire;2020-09-07;whole;404;11486;3801797.0
Pays de la Loire;2020-09-08;0-19;84;2609;933509.0
Pays de la Loire;2020-09-08;20-59;225;6275;1824237.0
Pays de la Loire;2020-09-08;60+;40;2368;1044051.0
Pays de la Loire;2020-09-08;whole;349;11252;3801797.0
Pays de la Loire;2020-09-09;0-19;99;3062;933509.0
Pays de la Loire;2020-09-09;20-59;240;7182;1824237.0
Pays de la Loire;2020-09-09;60+;42;2226;1044051.0
Pays de la Loire;2020-09-09;whole;381;12470;3801797.0
Pays de la Loire;2020-09-10;0-19;74;3208;933509.0
Pays de la Loire;2020-09-10;20-59;218;7893;1824237.0
Pays de la Loire;2020-09-10;60+;44;2027;1044051.0
Pays de la Loire;2020-09-10;whole;336;13131;3801797.0
Pays de la Loire;2020-09-11;0-19;84;3423;933509.0
Pays de la Loire;2020-09-11;20-59;208;7411;1824237.0
Pays de la Loire;2020-09-11;60+;47;2337;1044051.0
Pays de la Loire;2020-09-11;whole;340;13172;3801797.0
Pays de la Loire;2020-09-12;0-19;44;1503;933509.0
Pays de la Loire;2020-09-12;20-59;111;3373;1824237.0
Pays de la Loire;2020-09-12;60+;19;1078;1044051.0
Pays de la Loire;2020-09-12;whole;174;5956;3801797.0
Pays de la Loire;2020-09-13;0-19;5;156;933509.0
Pays de la Loire;2020-09-13;20-59;19;473;1824237.0
Pays de la Loire;2020-09-13;60+;6;353;1044051.0
Pays de la Loire;2020-09-13;whole;30;982;3801797.0
Pays de la Loire;2020-09-14;0-19;98;2987;933509.0
Pays de la Loire;2020-09-14;20-59;212;6637;1824237.0
Pays de la Loire;2020-09-14;60+;52;2448;1044051.0
Pays de la Loire;2020-09-14;whole;362;12079;3801797.0
Pays de la Loire;2020-09-15;0-19;80;3600;933509.0
Pays de la Loire;2020-09-15;20-59;248;7389;1824237.0
Pays de la Loire;2020-09-15;60+;63;2350;1044051.0
Pays de la Loire;2020-09-15;whole;391;13339;3801797.0
Pays de la Loire;2020-09-16;0-19;122;3600;933509.0
Pays de la Loire;2020-09-16;20-59;270;6853;1824237.0
Pays de la Loire;2020-09-16;60+;52;2019;1044051.0
Pays de la Loire;2020-09-16;whole;444;12474;3801797.0
Pays de la Loire;2020-09-17;0-19;92;3011;933509.0
Pays de la Loire;2020-09-17;20-59;259;6719;1824237.0
Pays de la Loire;2020-09-17;60+;49;2159;1044051.0
Pays de la Loire;2020-09-17;whole;400;11889;3801797.0
Pays de la Loire;2020-09-18;0-19;106;3074;933509.0
Pays de la Loire;2020-09-18;20-59;251;6507;1824237.0
Pays de la Loire;2020-09-18;60+;54;2298;1044051.0
Pays de la Loire;2020-09-18;whole;411;11882;3801797.0
Pays de la Loire;2020-09-19;0-19;30;1086;933509.0
Pays de la Loire;2020-09-19;20-59;101;2534;1824237.0
Pays de la Loire;2020-09-19;60+;26;1139;1044051.0
Pays de la Loire;2020-09-19;whole;157;4760;3801797.0
Pays de la Loire;2020-09-20;0-19;5;197;933509.0
Pays de la Loire;2020-09-20;20-59;22;502;1824237.0
Pays de la Loire;2020-09-20;60+;9;384;1044051.0
Pays de la Loire;2020-09-20;whole;36;1083;3801797.0
Pays de la Loire;2020-09-21;0-19;114;2712;933509.0
Pays de la Loire;2020-09-21;20-59;289;6260;1824237.0
Pays de la Loire;2020-09-21;60+;107;2490;1044051.0
Pays de la Loire;2020-09-21;whole;510;11463;3801797.0
Pays de la Loire;2020-09-22;0-19;93;2646;933509.0
Pays de la Loire;2020-09-22;20-59;271;5418;1824237.0
Pays de la Loire;2020-09-22;60+;66;2059;1044051.0
Pays de la Loire;2020-09-22;whole;430;10125;3801797.0
Pays de la Loire;2020-09-23;0-19;92;2186;933509.0
Pays de la Loire;2020-09-23;20-59;336;5690;1824237.0
Pays de la Loire;2020-09-23;60+;46;1561;1044051.0
Pays de la Loire;2020-09-23;whole;474;9439;3801797.0
Pays de la Loire;2020-09-24;0-19;94;2203;933509.0
Pays de la Loire;2020-09-24;20-59;267;4972;1824237.0
Pays de la Loire;2020-09-24;60+;53;1594;1044051.0
Pays de la Loire;2020-09-24;whole;414;8771;3801797.0
Pays de la Loire;2020-09-25;0-19;84;2350;933509.0
Pays de la Loire;2020-09-25;20-59;241;5239;1824237.0
Pays de la Loire;2020-09-25;60+;70;2296;1044051.0
Pays de la Loire;2020-09-25;whole;395;9886;3801797.0
Pays de la Loire;2020-09-26;0-19;33;906;933509.0
Pays de la Loire;2020-09-26;20-59;94;2258;1824237.0
Pays de la Loire;2020-09-26;60+;24;1073;1044051.0
Pays de la Loire;2020-09-26;whole;151;4237;3801797.0
Pays de la Loire;2020-09-27;0-19;6;189;933509.0
Pays de la Loire;2020-09-27;20-59;23;525;1824237.0
Pays de la Loire;2020-09-27;60+;8;355;1044051.0
Pays de la Loire;2020-09-27;whole;37;1069;3801797.0
Pays de la Loire;2020-09-28;0-19;62;1984;933509.0
Pays de la Loire;2020-09-28;20-59;282;5630;1824237.0
Pays de la Loire;2020-09-28;60+;89;2543;1044051.0
Pays de la Loire;2020-09-28;whole;433;10160;3801797.0
Pays de la Loire;2020-09-29;0-19;53;1819;933509.0
Pays de la Loire;2020-09-29;20-59;277;5330;1824237.0
Pays de la Loire;2020-09-29;60+;54;1816;1044051.0
Pays de la Loire;2020-09-29;whole;384;8966;3801797.0
Pays de la Loire;2020-09-30;0-19;51;1635;933509.0
Pays de la Loire;2020-09-30;20-59;247;4226;1824237.0
Pays de la Loire;2020-09-30;60+;54;1607;1044051.0
Pays de la Loire;2020-09-30;whole;352;7468;3801797.0
Pays de la Loire;2020-10-01;0-19;89;2125;933509.0
Pays de la Loire;2020-10-01;20-59;306;5211;1824237.0
Pays de la Loire;2020-10-01;60+;77;1708;1044051.0
Pays de la Loire;2020-10-01;whole;472;9045;3801797.0
Pays de la Loire;2020-10-02;0-19;106;1928;933509.0
Pays de la Loire;2020-10-02;20-59;389;5319;1824237.0
Pays de la Loire;2020-10-02;60+;87;2287;1044051.0
Pays de la Loire;2020-10-02;whole;582;9537;3801797.0
Pays de la Loire;2020-10-03;0-19;57;944;933509.0
Pays de la Loire;2020-10-03;20-59;210;2612;1824237.0
Pays de la Loire;2020-10-03;60+;50;1165;1044051.0
Pays de la Loire;2020-10-03;whole;317;4722;3801797.0
Pays de la Loire;2020-10-04;0-19;1;116;933509.0
Pays de la Loire;2020-10-04;20-59;25;489;1824237.0
Pays de la Loire;2020-10-04;60+;10;399;1044051.0
Pays de la Loire;2020-10-04;whole;36;1004;3801797.0
Pays de la Loire;2020-10-05;0-19;128;2126;933509.0
Pays de la Loire;2020-10-05;20-59;488;6859;1824237.0
Pays de la Loire;2020-10-05;60+;120;2744;1044051.0
Pays de la Loire;2020-10-05;whole;736;11731;3801797.0
Pays de la Loire;2020-10-06;0-19;86;2119;933509.0
Pays de la Loire;2020-10-06;20-59;356;5768;1824237.0
Pays de la Loire;2020-10-06;60+;115;2156;1044051.0
Pays de la Loire;2020-10-06;whole;557;10046;3801797.0
Pays de la Loire;2020-10-07;0-19;94;2040;933509.0
Pays de la Loire;2020-10-07;20-59;430;5499;1824237.0
Pays de la Loire;2020-10-07;60+;118;1740;1044051.0
Pays de la Loire;2020-10-07;whole;642;9281;3801797.0
Pays de la Loire;2020-10-08;0-19;108;2211;933509.0
Pays de la Loire;2020-10-08;20-59;490;6219;1824237.0
Pays de la Loire;2020-10-08;60+;153;2205;1044051.0
Pays de la Loire;2020-10-08;whole;752;10639;3801797.0
Pays de la Loire;2020-10-09;0-19;112;2497;933509.0
Pays de la Loire;2020-10-09;20-59;485;6505;1824237.0
Pays de la Loire;2020-10-09;60+;138;2461;1044051.0
Pays de la Loire;2020-10-09;whole;735;11464;3801797.0
Pays de la Loire;2020-10-10;0-19;75;1282;933509.0
Pays de la Loire;2020-10-10;20-59;290;3378;1824237.0
Pays de la Loire;2020-10-10;60+;68;1404;1044051.0
Pays de la Loire;2020-10-10;whole;433;6066;3801797.0
Pays de la Loire;2020-10-11;0-19;19;262;933509.0
Pays de la Loire;2020-10-11;20-59;50;829;1824237.0
Pays de la Loire;2020-10-11;60+;18;464;1044051.0
Pays de la Loire;2020-10-11;whole;87;1555;3801797.0
Pays de la Loire;2020-10-12;0-19;177;2340;933509.0
Pays de la Loire;2020-10-12;20-59;636;7274;1824237.0
Pays de la Loire;2020-10-12;60+;237;3176;1044051.0
Pays de la Loire;2020-10-12;whole;1050;12793;3801797.0
Pays de la Loire;2020-10-13;0-19;125;2537;933509.0
Pays de la Loire;2020-10-13;20-59;550;6745;1824237.0
Pays de la Loire;2020-10-13;60+;189;2334;1044051.0
Pays de la Loire;2020-10-13;whole;864;11616;3801797.0
Pays de la Loire;2020-10-14;0-19;147;2826;933509.0
Pays de la Loire;2020-10-14;20-59;586;6874;1824237.0
Pays de la Loire;2020-10-14;60+;197;2335;1044051.0
Pays de la Loire;2020-10-14;whole;930;12036;3801797.0
Pays de la Loire;2020-10-15;0-19;166;2913;933509.0
Pays de la Loire;2020-10-15;20-59;681;8203;1824237.0
Pays de la Loire;2020-10-15;60+;247;2691;1044051.0
Pays de la Loire;2020-10-15;whole;1094;13809;3801797.0
Pays de la Loire;2020-10-16;0-19;165;2994;933509.0
Pays de la Loire;2020-10-16;20-59;706;8813;1824237.0
Pays de la Loire;2020-10-16;60+;274;2912;1044051.0
Pays de la Loire;2020-10-16;whole;1145;14720;3801797.0
Pays de la Loire;2020-10-17;0-19;86;1614;933509.0
Pays de la Loire;2020-10-17;20-59;401;4594;1824237.0
Pays de la Loire;2020-10-17;60+;142;1599;1044051.0
Pays de la Loire;2020-10-17;whole;629;7807;3801797.0
Pays de la Loire;2020-10-18;0-19;24;305;933509.0
Pays de la Loire;2020-10-18;20-59;85;921;1824237.0
Pays de la Loire;2020-10-18;60+;26;465;1044051.0
Pays de la Loire;2020-10-18;whole;135;1691;3801797.0
Pays de la Loire;2020-10-19;0-19;223;2944;933509.0
Pays de la Loire;2020-10-19;20-59;1026;9466;1824237.0
Pays de la Loire;2020-10-19;60+;376;3881;1044051.0
Pays de la Loire;2020-10-19;whole;1625;16294;3801797.0
Pays de la Loire;2020-10-20;0-19;214;2581;933509.0
Pays de la Loire;2020-10-20;20-59;924;9052;1824237.0
Pays de la Loire;2020-10-20;60+;368;3272;1044051.0
Pays de la Loire;2020-10-20;whole;1506;14908;3801797.0
Pays de la Loire;2020-10-21;0-19;213;2471;933509.0
Pays de la Loire;2020-10-21;20-59;1104;9053;1824237.0
Pays de la Loire;2020-10-21;60+;398;3222;1044051.0
Pays de la Loire;2020-10-21;whole;1715;14749;3801797.0
Pays de la Loire;2020-10-22;0-19;225;2414;933509.0
Pays de la Loire;2020-10-22;20-59;1160;9924;1824237.0
Pays de la Loire;2020-10-22;60+;475;3575;1044051.0
Pays de la Loire;2020-10-22;whole;1860;15915;3801797.0
Pays de la Loire;2020-10-23;0-19;277;2627;933509.0
Pays de la Loire;2020-10-23;20-59;1259;10714;1824237.0
Pays de la Loire;2020-10-23;60+;537;3828;1044051.0
Pays de la Loire;2020-10-23;whole;2073;17170;3801797.0
Pays de la Loire;2020-10-24;0-19;133;1389;933509.0
Pays de la Loire;2020-10-24;20-59;655;4741;1824237.0
Pays de la Loire;2020-10-24;60+;215;1896;1044051.0
Pays de la Loire;2020-10-24;whole;1003;8026;3801797.0
Pays de la Loire;2020-10-25;0-19;14;208;933509.0
Pays de la Loire;2020-10-25;20-59;135;1097;1824237.0
Pays de la Loire;2020-10-25;60+;62;554;1044051.0
Pays de la Loire;2020-10-25;whole;211;1859;3801797.0
Pays de la Loire;2020-10-26;0-19;339;2764;933509.0
Pays de la Loire;2020-10-26;20-59;1612;11713;1824237.0
Pays de la Loire;2020-10-26;60+;715;4978;1044051.0
Pays de la Loire;2020-10-26;whole;2666;19457;3801797.0
Pays de la Loire;2020-10-27;0-19;263;2383;933509.0
Pays de la Loire;2020-10-27;20-59;1509;10604;1824237.0
Pays de la Loire;2020-10-27;60+;671;4593;1044051.0
Pays de la Loire;2020-10-27;whole;2443;17581;3801797.0
Pays de la Loire;2020-10-28;0-19;313;2440;933509.0
Pays de la Loire;2020-10-28;20-59;1439;11572;1824237.0
Pays de la Loire;2020-10-28;60+;663;4805;1044051.0
Pays de la Loire;2020-10-28;whole;2415;18819;3801797.0
Pays de la Loire;2020-10-29;0-19;337;2494;933509.0
Pays de la Loire;2020-10-29;20-59;1384;10926;1824237.0
Pays de la Loire;2020-10-29;60+;555;4183;1044051.0
Pays de la Loire;2020-10-29;whole;2276;17608;3801797.0
Pays de la Loire;2020-10-30;0-19;366;2765;933509.0
Pays de la Loire;2020-10-30;20-59;1481;12074;1824237.0
Pays de la Loire;2020-10-30;60+;607;4876;1044051.0
Pays de la Loire;2020-10-30;whole;2454;19719;3801797.0
Pays de la Loire;2020-10-31;0-19;206;1533;933509.0
Pays de la Loire;2020-10-31;20-59;699;5827;1824237.0
Pays de la Loire;2020-10-31;60+;269;2013;1044051.0
Pays de la Loire;2020-10-31;whole;1174;9375;3801797.0
Pays de la Loire;2020-11-01;0-19;39;284;933509.0
Pays de la Loire;2020-11-01;20-59;164;1305;1824237.0
Pays de la Loire;2020-11-01;60+;75;571;1044051.0
Pays de la Loire;2020-11-01;whole;278;2160;3801797.0
Pays de la Loire;2020-11-02;0-19;451;3201;933509.0
Pays de la Loire;2020-11-02;20-59;1659;12571;1824237.0
Pays de la Loire;2020-11-02;60+;636;5822;1044051.0
Pays de la Loire;2020-11-02;whole;2746;21596;3801797.0
Pays de la Loire;2020-11-03;0-19;355;2749;933509.0
Pays de la Loire;2020-11-03;20-59;1522;10901;1824237.0
Pays de la Loire;2020-11-03;60+;619;5198;1044051.0
Pays de la Loire;2020-11-03;whole;2496;18850;3801797.0
Pays de la Loire;2020-11-04;0-19;329;2914;933509.0
Pays de la Loire;2020-11-04;20-59;1220;10148;1824237.0
Pays de la Loire;2020-11-04;60+;578;4191;1044051.0
Pays de la Loire;2020-11-04;whole;2127;17254;3801797.0
Pays de la Loire;2020-11-05;0-19;342;2919;933509.0
Pays de la Loire;2020-11-05;20-59;1186;10786;1824237.0
Pays de la Loire;2020-11-05;60+;496;4695;1044051.0
Pays de la Loire;2020-11-05;whole;2025;18403;3801797.0
Pays de la Loire;2020-11-06;0-19;370;3111;933509.0
Pays de la Loire;2020-11-06;20-59;1122;11304;1824237.0
Pays de la Loire;2020-11-06;60+;534;5194;1044051.0
Pays de la Loire;2020-11-06;whole;2026;19615;3801797.0
Pays de la Loire;2020-11-07;0-19;175;1579;933509.0
Pays de la Loire;2020-11-07;20-59;524;4811;1824237.0
Pays de la Loire;2020-11-07;60+;214;1923;1044051.0
Pays de la Loire;2020-11-07;whole;913;8313;3801797.0
Pays de la Loire;2020-11-08;0-19;32;338;933509.0
Pays de la Loire;2020-11-08;20-59;109;1231;1824237.0
Pays de la Loire;2020-11-08;60+;59;619;1044051.0
Pays de la Loire;2020-11-08;whole;200;2190;3801797.0
Pays de la Loire;2020-11-09;0-19;354;3246;933509.0
Pays de la Loire;2020-11-09;20-59;1276;11386;1824237.0
Pays de la Loire;2020-11-09;60+;586;5954;1044051.0
Pays de la Loire;2020-11-09;whole;2216;20589;3801797.0
Pays de la Loire;2020-11-10;0-19;286;3056;933509.0
Pays de la Loire;2020-11-10;20-59;843;9457;1824237.0
Pays de la Loire;2020-11-10;60+;488;5080;1044051.0
Pays de la Loire;2020-11-10;whole;1617;17597;3801797.0
Pays de la Loire;2020-11-11;0-19;38;533;933509.0
Pays de la Loire;2020-11-11;20-59;183;1819;1824237.0
Pays de la Loire;2020-11-11;60+;63;726;1044051.0
Pays de la Loire;2020-11-11;whole;284;3078;3801797.0
Pays de la Loire;2020-11-12;0-19;304;3112;933509.0
Pays de la Loire;2020-11-12;20-59;833;9752;1824237.0
Pays de la Loire;2020-11-12;60+;476;5443;1044051.0
Pays de la Loire;2020-11-12;whole;1614;18311;3801797.0
Pays de la Loire;2020-11-13;0-19;229;2934;933509.0
Pays de la Loire;2020-11-13;20-59;569;7834;1824237.0
Pays de la Loire;2020-11-13;60+;354;4510;1044051.0
Pays de la Loire;2020-11-13;whole;1152;15280;3801797.0
Pays de la Loire;2020-11-14;0-19;93;1316;933509.0
Pays de la Loire;2020-11-14;20-59;308;3685;1824237.0
Pays de la Loire;2020-11-14;60+;159;1906;1044051.0
Pays de la Loire;2020-11-14;whole;560;6907;3801797.0
Pays de la Loire;2020-11-15;0-19;37;307;933509.0
Pays de la Loire;2020-11-15;20-59;114;1058;1824237.0
Pays de la Loire;2020-11-15;60+;47;619;1044051.0
Pays de la Loire;2020-11-15;whole;198;1985;3801797.0
Pays de la Loire;2020-11-16;0-19;201;2255;933509.0
Pays de la Loire;2020-11-16;20-59;621;7650;1824237.0
Pays de la Loire;2020-11-16;60+;390;5063;1044051.0
Pays de la Loire;2020-11-16;whole;1212;14971;3801797.0
Pays de la Loire;2020-11-17;0-19;118;1946;933509.0
Pays de la Loire;2020-11-17;20-59;434;6584;1824237.0
Pays de la Loire;2020-11-17;60+;266;4226;1044051.0
Pays de la Loire;2020-11-17;whole;818;12758;3801797.0
Pays de la Loire;2020-11-18;0-19;117;1969;933509.0
Pays de la Loire;2020-11-18;20-59;384;5875;1824237.0
Pays de la Loire;2020-11-18;60+;220;3067;1044051.0
Pays de la Loire;2020-11-18;whole;721;10915;3801797.0
Pays de la Loire;2020-11-19;0-19;119;1865;933509.0
Pays de la Loire;2020-11-19;20-59;340;6304;1824237.0
Pays de la Loire;2020-11-19;60+;166;3547;1044051.0
Pays de la Loire;2020-11-19;whole;625;11719;3801797.0
Pays de la Loire;2020-11-20;0-19;113;2058;933509.0
Pays de la Loire;2020-11-20;20-59;309;5980;1824237.0
Pays de la Loire;2020-11-20;60+;188;3633;1044051.0
Pays de la Loire;2020-11-20;whole;610;11673;3801797.0
Pays de la Loire;2020-11-21;0-19;48;891;933509.0
Pays de la Loire;2020-11-21;20-59;160;2725;1824237.0
Pays de la Loire;2020-11-21;60+;72;1780;1044051.0
Pays de la Loire;2020-11-21;whole;280;5396;3801797.0
Pays de la Loire;2020-11-22;0-19;9;174;933509.0
