jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
2020-11-28;60+;1581;30098;17857583.105505366;8.853381729538691;5.2528407203136425;124.2777360680912
2020-11-28;whole;6063;98896;67114995.0;9.033748717406594;6.13068273742113;114.46920319371253
2020-11-29;0-19;164;2622;16099691.846810132;1.018653037340548;6.254767353165523;76.14431454120597
2020-11-29;20-59;827;11655;33157720.0476845;2.4941401242627106;7.095667095667095;127.08352667011137
2020-11-29;60+;610;9361;17857583.105505366;3.415915784325491;6.516397820745647;124.13773951955326
2020-11-29;whole;1602;23642;67114995.0;2.386947954030243;6.776076474071567;114.13544767454725
2020-11-30;0-19;2303;28472;16099691.846810132;14.304621615824892;8.088648496768755;72.67840969464484
2020-11-30;20-59;8808;128733;33157720.0476845;26.563949473405025;6.842068467292768;123.98017698708074
2020-11-30;60+;4720;80373;17857583.105505366;26.431348363961177;5.87261891431202;122.53057914233783
2020-11-30;whole;15834;237640;67114995.0;23.592343260995552;6.663019693654267;111.33428528155297
2020-12-01;0-19;1753;24536;16099691.846810132;10.888407161329152;7.144603847407891;70.9392459723561
2020-12-01;20-59;6741;109600;33157720.0476845;20.330107107200647;6.150547445255474;122.33048575615972
2020-12-01;60+;3851;64100;17857583.105505366;21.56506833678273;6.00780031201248;119.56825217527523
2020-12-01;whole;12352;198315;67114995.0;18.40423291397101;6.228474901041273;109.31685236659855
2020-12-02;0-19;1761;23967;16099691.846810132;10.938097553394543;7.347602954061835;69.21871614709188
2020-12-02;20-59;6256;100821;33157720.0476845;18.867400988376684;6.205056486247905;120.42444396833137
2020-12-02;60+;3471;54724;17857583.105505366;19.437120799006195;6.3427381039397694;118.47627909667936
2020-12-02;whole;11493;179592;67114995.0;17.124340097172023;6.3995055459040495;107.66744451072373
2020-12-03;0-19;1762;24216;16099691.846810132;10.944308852402719;7.276181037330691;67.8708642623181
2020-12-03;20-59;6758;115037;33157720.0476845;20.381377218582106;5.874631640254875;119.81523440956344
2020-12-03;60+;3430;59503;17857583.105505366;19.20752645940399;5.764415239567753;117.87709386893702
2020-12-03;whole;11953;198862;67114995.0;17.809730895457864;6.010700888053021;106.87775511269874
2020-12-04;0-19;1984;27839;16099691.846810132;12.323217232217361;7.126692769136822;66.81494343092851
2020-12-04;20-59;6994;121535;33157720.0476845;21.093127000112936;5.75472086230304;120.13491863347136
2020-12-04;60+;3548;67825;17857583.105505366;19.86831016850302;5.23110947290822;118.77867164152129
2020-12-04;whole;12530;217272;67114995.0;18.669449353307705;5.7669649103427965;107.02079319234099
2020-12-05;0-19;1086;13711;16099691.846810132;6.7454707228770445;7.920647655167384;67.16277617538626
2020-12-05;20-59;3776;58957;33157720.0476845;11.387996504493344;6.404667808741965;121.11809841643344
2020-12-05;60+;1693;32047;17857583.105505366;9.480566266988617;5.282865790869661;119.40585617897122
2020-12-05;whole;6557;104755;67114995.0;9.769798835565734;6.259367094649421;107.75684331050014
2020-12-06;0-19;181;2733;16099691.846810132;1.1242451204795074;6.6227588730332965;67.26836825852521
2020-12-06;20-59;863;13129;33157720.0476845;2.602712124835211;6.573234823672785;121.22667041700593
2020-12-06;60+;710;10273;17857583.105505366;3.975901978477211;6.9113209383821665;119.96584237312294
2020-12-06;whole;1755;26145;67114995.0;2.614914893460098;6.712564543889846;107.98481024992998
2020-12-07;0-19;2327;28762;16099691.846810132;14.453692792021071;8.09053612405257;67.4174394347214
2020-12-07;20-59;9538;142473;33157720.0476845;28.765548373902945;6.694601784197708;123.42826931750386
2020-12-07;60+;4777;84050;17857583.105505366;26.750540494627657;5.683521713265914;120.28503450378942
2020-12-07;whole;16647;255374;67114995.0;24.803696997965957;6.518674571412908;109.1961639869004
2020-12-08;0-19;1883;27303;16099691.846810132;11.695876032391782;6.896678020730322;68.22490830578403
2020-12-08;20-59;7346;126162;33157720.0476845;22.154719894599605;5.822672437025412;125.25288210490284
2020-12-08;60+;3950;70416;17857583.105505366;22.119454668992933;5.609520563508293;120.83942083599962
2020-12-08;whole;13186;223937;67114995.0;19.646876230863164;5.888263216886893;110.43880730379254
2020-12-09;0-19;1975;27106;16099691.846810132;12.267315541143796;7.286209695270419;69.55412629353329
2020-12-09;20-59;7060;118995;33157720.0476845;21.292175667829188;5.933022395898988;127.67765678435534
2020-12-09;60+;3660;59147;17857583.105505366;20.495494705952947;6.18797234010178;121.89779474294637
2020-12-09;whole;12701;205342;67114995.0;18.924235932670488;6.185290880579716;112.238703139291
2020-12-10;0-19;1964;27828;16099691.846810132;12.198991252053881;7.057639787264626;70.80880869318445
2020-12-10;20-59;7635;132011;33157720.0476845;23.0263117880844;5.783608941679103;130.32259135385763
2020-12-10;60+;3921;65070;17857583.105505366;21.957058672688937;6.025818349469802;124.64732695623132
2020-12-10;whole;13523;224983;67114995.0;20.148999489607352;6.010676362214034;114.57797173344049
2020-12-11;0-19;2282;33610;16099691.846810132;14.174184336653237;6.789645938708717;72.65977579762031
2020-12-11;20-59;7972;144055;33157720.0476845;24.04266634899919;5.533997431536566;133.27213070274388
2020-12-11;60+;3787;73016;17857583.105505366;21.20667717252563;5.186534458200942;125.98569396025393
2020-12-11;whole;14045;250788;67114995.0;20.92676904766215;5.600347704036876;116.83529142779494
2020-12-12;0-19;1171;17750;16099691.846810132;7.273431138571841;6.597183098591549;73.1877362133151
2020-12-12;20-59;4702;77343;33157720.0476845;14.180709630330432;6.0794124872322;136.06484382858096
2020-12-12;60+;1938;37014;17857583.105505366;10.852532442660332;5.235856702869185;127.35766013592566
2020-12-12;whole;7812;132145;67114995.0;11.63972373088905;5.911687918574293;118.70521632311825
2020-12-13;0-19;210;3601;16099691.846810132;1.3043727917165555;5.83171341294085;73.36786388455216
2020-12-13;20-59;1064;19063;33157720.0476845;3.208905794698336;5.581492944447359;136.6710374984441
2020-12-13;60+;745;11156;17857583.105505366;4.171897146430313;6.678020795984224;127.55365530387874
2020-12-13;whole;2019;33823;67114995.0;3.0082696124763175;5.969310823995506;119.09857104213447
2020-12-14;0-19;2746;43596;16099691.846810132;17.056227076446007;6.298743003945316;75.97039816897708
2020-12-14;20-59;11296;182963;33157720.0476845;34.067481068526696;6.173925875723507;141.97297019306785
2020-12-14;60+;5529;100289;17857583.105505366;30.96163667464859;5.513067235688859;131.7647514838997
2020-12-14;whole;19576;326943;67114995.0;29.16784840705121;5.98758805051645;123.46272245121972
2020-12-15;0-19;2285;46567;16099691.846810132;14.192818233677759;4.9069083256383275;78.46734037026307
2020-12-15;20-59;8952;176942;33157720.0476845;26.998237475695028;5.0592849634343455;146.81648777416325
2020-12-15;60+;4637;87475;17857583.105505366;25.966559822815245;5.300943126607603;135.61185663772198
2020-12-15;whole;15884;311103;67114995.0;23.66684226080923;5.105704541582691;127.4826884811658
2020-12-16;0-19;2394;53863;16099691.846810132;14.869849825568734;4.444609472179418;81.06987465468802
2020-12-16;20-59;8692;199259;33157720.0476845;26.214106360449193;4.3621618095042125;151.73841846678326
2020-12-16;60+;4240;81076;17857583.105505366;23.74341463203292;5.229661058759683;138.85977656380197
2020-12-16;whole;15332;334298;67114995.0;22.844373302866224;4.586327169172415;131.40282585136154
2020-12-17;0-19;2256;59316;16099691.846810132;14.012690562440712;3.803358284442646;82.88357396507485
2020-12-17;20-59;9195;242091;33157720.0476845;27.731098479559403;3.7981585436881176;156.44320515825828
2020-12-17;60+;4411;94734;17857583.105505366;24.700991024032362;4.656195241412798;141.60370891514538
2020-12-17;whole;15868;396251;67114995.0;23.64300258086885;4.0045324806751275;134.89682894262305
2020-12-18;0-19;2528;70727;16099691.846810132;15.70216389266406;3.5743068418001607;84.41155352108566
2020-12-18;20-59;10099;302596;33157720.0476845;30.45746204949107;3.337453237980674;162.85800085875013
2020-12-18;60+;4835;129243;17857583.105505366;27.075332487235656;3.7410149872720377;147.47236422985543
2020-12-18;whole;17471;502691;67114995.0;26.031440514895365;3.4754948865207456;140.00150040985625
2020-12-19;0-19;1611;53281;16099691.846810132;10.006402702168433;3.023591899551435;87.14452508468226
2020-12-19;20-59;6355;205083;33157720.0476845;19.165973989951063;3.098745386014443;167.8432652183708
2020-12-19;60+;2666;73845;17857583.105505366;14.92923193608485;3.610264743719954;151.54906372327994
2020-12-19;whole;10637;332276;67114995.0;15.848917220361857;3.2012543788898387;144.21069389932907
2020-12-20;0-19;475;16727;16099691.846810132;2.950367028882685;2.839720212829557;88.79051932184838
2020-12-20;20-59;2118;71208;33157720.0476845;6.387652700348756;2.9743849005729692;171.0220121240212
2020-12-20;60+;1036;28368;17857583.105505366;5.801456971411818;3.65200225606317;153.17862354826144
2020-12-20;whole;3630;116330;67114995.0;5.4086273864730225;3.1204332502363963;146.6110516733258
2020-12-21;0-19;2764;92411;16099691.846810132;17.16803045859314;2.9909859215894214;88.90232270399551
2020-12-21;20-59;12338;414465;33157720.0476845;37.21003730731962;2.9768496736757024;174.16456836281412
2020-12-21;60+;6103;166220;17857583.105505366;34.17595742907946;3.6716399951871015;156.3929443026923
2020-12-21;whole;21214;673261;67114995.0;31.608435640947302;3.150932550674998;149.05163890722184
2020-12-22;0-19;2351;100394;16099691.846810132;14.602763968217248;2.34177341275375;89.31226843853501
2020-12-22;20-59;10602;463469;33157720.0476845;31.974454168601284;2.2875316364201272;179.1407850557204
2020-12-22;60+;5380;170670;17857583.105505366;30.12725724536253;3.152282181988633;160.5536417252396
2020-12-22;whole;18340;734708;67114995.0;27.326233131657087;2.4962297946939467;152.7110297780697
2020-12-23;0-19;2271;99791;16099691.846810132;14.105860047563322;2.275756330731228;88.5482786605296
2020-12-23;20-59;9970;472631;33157720.0476845;30.068412380772948;2.1094680628227938;182.99509107604413
2020-12-23;60+;4573;153276;17857583.105505366;25.60816865855815;2.9835068764842503;162.41839575176482
2020-12-23;whole;16820;725869;67114995.0;25.061463537321277;2.317222529134045;154.92812001252477
2020-12-24;0-19;1805;65357;16099691.846810132;11.211394709754204;2.7617546705020124;85.7469828078431
2020-12-24;20-59;7823;336327;33157720.0476845;23.593298902185232;2.3260101032625986;178.85729149866998
2020-12-24;60+;3372;97087;17857583.105505366;18.882734466795995;3.4731735453768273;156.60013919452845
2020-12-24;whole;13003;498857;67114995.0;19.3742098915451;2.6065585929434687;150.659327323201
2020-12-25;0-19;116;4217;16099691.846810132;0.7205106849481926;2.7507706900640265;70.76532960012723
2020-12-25;20-59;681;23383;33157720.0476845;2.053820344163127;2.9123722362400035;150.453649793342
2020-12-25;60+;495;10402;17857583.105505366;2.771931661051013;4.758700249951932;132.29673836834382
2020-12-25;whole;1293;38014;67114995.0;1.9265441351817132;3.401378439522281;126.55443094348736
2020-12-26;0-19;1294;27598;16099691.846810132;8.03742091657725;4.688745561272556;68.79634781453603
2020-12-26;20-59;6147;143926;33157720.0476845;18.538669097754394;4.27094479107319;149.82634490114535
2020-12-26;60+;2265;48002;17857583.105505366;12.683687297536453;4.7185533936086;130.05119372979544
2020-12-26;whole;9708;219590;67114995.0;14.46472580382372;4.4209663463727855;125.17023952694922
2020-12-27;0-19;206;4968;16099691.846810132;1.2795275956838592;4.146537842190016;67.12550838133721
2020-12-27;20-59;1191;29225;33157720.0476845;3.591923685606879;4.0752780153977755;147.03061588640347
2020-12-27;60+;728;13057;17857583.105505366;4.07669949342452;5.575553343034388;128.32643625180813
2020-12-27;whole;2128;47260;67114995.0;3.170677432070136;4.502750740584004;122.93228957254635
2020-12-28;0-19;2773;44178;16099691.846810132;17.22393214966671;6.276879894970347;67.18141007241078
2020-12-28;20-59;13787;248559;33157720.0476845;41.58006033036275;5.546771591453136;151.4006389094466
2020-12-28;60+;6014;104838;17857583.105505366;33.67756971628443;5.736469600717297;127.82804853901311
2020-12-28;whole;22576;397652;67114995.0;33.63778839587189;5.6773259030509085;124.96164232747094
2020-12-29;0-19;2532;41266;16099691.846810132;15.727009088696757;6.1358018707895114;68.3056551928903
2020-12-29;20-59;11496;227070;33157720.0476845;34.67065884948504;5.062755978332673;154.09684359033037
2020-12-29;60+;6000;97675;17857583.105505366;33.59917164910319;6.142820578448937;131.29996294275375
2020-12-29;whole;20034;366087;67114995.0;29.8502592453445;5.472469658851584;127.48566844115834
2020-12-30;0-19;2826;48888;16099691.846810132;17.55313099709993;5.780559646539028;71.7529261424269
2020-12-30;20-59;11645;252606;33157720.0476845;35.120026296298995;4.60994592369144;159.1484575058564
2020-12-30;60+;5299;98170;17857583.105505366;29.673668428099635;5.397779362330651;135.36546271229523
2020-12-30;whole;19778;399741;67114995.0;29.468824366298467;4.947703638105674;131.89302927013554
2020-12-31;0-19;2285;42130;16099691.846810132;14.192818233677759;5.423688582957512;74.73434966635045
2020-12-31;20-59;9667;215023;33157720.0476845;29.154598042621068;4.495798123921627;164.70975664629225
2020-12-31;60+;4180;80608;17857583.105505366;23.40742291554189;5.185589519650655;139.89015116104113
2020-12-31;whole;16137;337839;67114995.0;24.043807199866436;4.776535568717644;136.56262657845684
2021-01-01;0-19;142;3342;16099691.846810132;0.8820044591607185;4.248952722920407;74.89584344056297
2021-01-01;20-59;825;19420;33157720.0476845;2.4881083464531275;4.248197734294542;165.14404464858225
2021-01-01;60+;626;10182;17857583.105505366;3.505513575389766;6.148104498133962;140.62373307537987
2021-01-01;whole;1594;32957;67114995.0;2.3750281140600547;4.836605273538247;137.0111105573352
2021-01-02;0-19;2196;27623;16099691.846810132;13.640012621950266;7.94989682510951;80.49843514593599
2021-01-02;20-59;8584;141941;33157720.0476845;25.88839035873169;6.047583150745733;172.49376590955956
2021-01-02;60+;3023;60233;17857583.105505366;16.92838264920649;5.018843491109524;144.86842842704993
2021-01-02;whole;13803;229840;67114995.0;20.56619388856395;6.0054820744866;143.11257864207542
2021-01-03;0-19;370;5594;16099691.846810132;2.2981806330244074;6.614229531641044;81.51708818327653
2021-01-03;20-59;1646;27422;33157720.0476845;4.964153137287088;6.002479760776019;173.86599536123975
2021-01-03;60+;900;13534;17857583.105505366;5.039875747365478;6.649918723215604;145.83160468099086
2021-01-03;whole;2917;46567;67114995.0;4.346271649129974;6.264092597762364;144.28817285913527
2021-01-04;0-19;4080;42529;16099691.846810132;25.34209995335022;9.593453878529944;89.63525598696006
2021-01-04;20-59;17659;263592;33157720.0476845;53.257582169716095;6.699368721357249;185.54351720059313
2021-01-04;60+;7069;122682;17857583.105505366;39.58542406458508;5.762051482695098;151.73945902929154
2021-01-04;whole;28814;428897;67114995.0;42.93228361262636;6.718163102096773;153.58266807588976
2021-01-05;0-19;3400;35235;16099691.846810132;21.118416627791852;9.649496239534553;95.02666352605516
2021-01-05;20-59;13469;209636;33157720.0476845;40.621007658638995;6.424946097044401;191.49386600974705
2021-01-05;60+;6142;100255;17857583.105505366;34.39435204479864;6.126377736771233;152.53463942498698
2021-01-05;whole;23018;345209;67114995.0;34.29635955422481;6.667844696980669;158.02876838477005
2021-01-06;0-19;3286;36874;16099691.846810132;20.410328540860007;8.911428106524923;97.88386106981523
2021-01-06;20-59;11803;192171;33157720.0476845;35.596536743256074;6.141925680773895;191.97037645670414
2021-01-06;60+;5276;85142;17857583.105505366;29.54487160344474;6.1967066782551505;152.40584260033208
2021-01-06;whole;20373;314260;67114995.0;30.355362464081242;6.482848596703366;158.91530648255284
2021-01-07;0-19;3017;37253;16099691.846810132;18.739489107661182;8.098676616648323;102.43053194379867
2021-01-07;20-59;11612;205920;33157720.0476845;35.02050196244087;5.639083139083139;197.83628037652394
2021-01-07;60+;5065;84573;17857583.105505366;28.36330073378461;5.988908989866743;157.36172041857478
2021-01-07;whole;19699;327815;67114995.0;29.351115946592856;6.009182008144838;164.22261522927926
2021-01-08;0-19;3312;41557;16099691.846810132;20.571822315072534;7.969776451620665;122.12034979971048
2021-01-08;20-59;12032;216066;33157720.0476845;36.28717530245337;5.568668832671499;231.6353473325242
2021-01-08;60+;5118;94016;17857583.105505366;28.660093416685022;5.443754254594962;182.51630025987004
2021-01-08;whole;20467;351726;67114995.0;30.49542058373095;5.819018213040833;192.34300769895015
2021-01-09;0-19;1888;25715;16099691.846810132;11.726932527432652;7.342018277270077;120.20726970519287
2021-01-09;20-59;6993;115218;33157720.0476845;21.090111111208145;6.069364161849711;226.83706808500062
2021-01-09;60+;2644;48462;17857583.105505366;14.806034973371471;5.4558210556724855;180.39395258403502
2021-01-09;whole;11528;189427;67114995.0;17.1764893970416;6.085721676424163;188.95330320742778
2021-01-10;0-19;306;4423;16099691.846810132;1.9006574965012668;6.918381189238073;119.80974656866972
2021-01-10;20-59;1467;24608;33157720.0476845;4.424309023329379;5.961475942782835;226.2972239710429
2021-01-10;60+;900;13002;17857583.105505366;5.039875747365478;6.92201199815413;180.39395258403502
2021-01-10;whole;2673;42041;67114995.0;3.982716530039226;6.358079018101377;188.58974808833702
2021-01-11;0-19;3955;47580;16099691.846810132;24.565687577328465;8.312316099201345;119.03333419264796
2021-01-11;20-59;16110;233618;33157720.0476845;48.5859702561938;6.895872749531286;221.6256120575206
2021-01-11;60+;7487;118358;17857583.105505366;41.92616635613927;6.325723651971138;182.73469487558924
2021-01-11;whole;27560;399658;67114995.0;41.06384869729931;6.895895991072367;186.72131317300997
2021-01-12;0-19;3270;43607;16099691.846810132;20.310947756729224;7.498796064851973;118.22586532158533
2021-01-12;20-59;12219;199317;33157720.0476845;36.85114652764941;6.130435437017415;217.85575092653104
2021-01-12;60+;6124;96816;17857583.105505366;34.29355452985132;6.325400760204925;182.63389736064192
2021-01-12;whole;21631;339836;67114995.0;32.22975729939338;6.3651290622535575;184.65471091817855
2021-01-13;0-19;3406;45175;16099691.846810132;21.155684421840895;7.539568345323741;118.97122120256623
2021-01-13;20-59;11886;185712;33157720.0476845;35.846855522353785;6.400232618247609;218.10606970562876
2021-01-13;60+;5517;83524;17857583.105505366;30.894438331350383;6.605287103108089;183.98346408854755
2021-01-13;whole;20814;314488;67114995.0;31.01244364243788;6.6183765358296665;185.3117920965352
2021-01-14;0-19;3186;44379;16099691.846810132;19.7891986400426;7.17907118231596;120.02093073494763
2021-01-14;20-59;12223;197490;33157720.0476845;36.86321008326858;6.18917413539926;219.94877782645645
2021-01-14;60+;5624;82193;17857583.105505366;31.493623559092722;6.84243183726108;187.11378691385568
2021-01-14;whole;21117;324240;67114995.0;31.463907581308764;6.512768319763139;187.42458373125115
2021-01-15;0-19;3930;53167;16099691.846810132;24.410405102124113;7.391803186186921;123.85951352199922
2021-01-15;20-59;12885;208445;33157720.0476845;38.85972853824067;6.18148672311641;222.52133106224375
2021-01-15;60+;5443;90827;17857583.105505366;30.48004854767811;5.992711418410825;188.93374204484874
2021-01-15;whole;22264;352529;67114995.0;33.172914637034545;6.315508795021119;190.10207778455472
2021-01-16;0-19;2264;30871;16099691.846810132;14.062380954506104;7.333743642901104;126.19496194907268
2021-01-16;20-59;7350;118151;33157720.0476845;22.166783450218773;6.220852976276121;223.5980034012544
2021-01-16;60+;2848;50230;17857583.105505366;15.948406809440982;5.669918375472825;190.07611388091829
2021-01-16;whole;12463;199281;67114995.0;18.56962069355738;6.253983069133535;191.4952090810705
2021-01-17;0-19;364;5239;16099691.846810132;2.2609128389753628;6.9478908188585615;126.55521729154675
2021-01-17;20-59;1647;25702;33157720.0476845;4.96716902619188;6.408061629445179;224.14086340411689
2021-01-17;60+;971;13468;17857583.105505366;5.4374659452132;7.209682209682209;190.473704078766
2021-01-17;whole;2982;44418;67114995.0;4.4431203488877555;6.713494529244901;191.95561289991903
2021-01-18;0-19;4898;55091;16099691.846810132;30.422942542036612;8.890744404712203;132.41247225625492
2021-01-18;20-59;17705;229265;33157720.0476845;53.396313059336514;7.722504525330949;228.95120620725956
2021-01-18;60+;8057;116112;17857583.105505366;45.11808766280407;6.938989940746865;193.6656253854308
2021-01-18;whole;30664;400558;67114995.0;45.68874660573245;7.655320827445713;196.58051080835213
2021-01-19;0-19;3958;51935;16099691.846810132;24.584321474352986;7.621064792529123;136.68584597387866
2021-01-19;20-59;13648;194911;33157720.0476845;41.16085177259671;7.002170221280482;233.26091145220687
2021-01-19;60+;6434;91809;17857583.105505366;36.029511731721655;7.00802753542681;195.4015825873011
2021-01-19;whole;24051;338773;67114995.0;35.835508890375394;7.0994441705803;200.18626239933417
2021-01-20;0-19;4132;52394;16099691.846810132;25.66508750177527;7.886399206015956;141.19524905381306
2021-01-20;20-59;12954;190635;33157720.0476845;39.06782487267129;6.7951845149106935;236.48188080252442
2021-01-20;60+;5568;78872;17857583.105505366;31.18003129036776;7.059539507049396;195.68717554631849
2021-01-20;whole;22683;322037;67114995.0;33.79721625547317;7.043600580057571;202.97103501236944
2021-01-21;0-19;3865;55650;16099691.846810132;24.006670666592797;6.945193171608266;145.41272108036327
2021-01-21;20-59;13279;206843;33157720.0476845;40.04798876672858;6.4198450032149985;239.66665948598438
2021-01-21;60+;5979;78973;17857583.105505366;33.48157454833133;7.570941967507883;197.6751265355571
2021-01-21;whole;23141;341605;67114995.0;34.47962709376645;6.774198269931646;205.98675452482712
2021-01-22;0-19;4637;66445;16099691.846810132;28.80179350090318;6.978704191436526;149.8041094791423
2021-01-22;20-59;13763;226589;33157720.0476845;41.50767899664775;6.073993000542833;242.3146099443915
2021-01-22;60+;5916;91632;17857583.105505366;33.12878324601574;6.45625982189628;200.32386123389472
2021-01-22;whole;24322;384756;67114995.0;36.23929346936553;6.321408892908753;209.05313335715812
2021-01-23;0-19;2511;33932;16099691.846810132;15.5965718095251;7.400094306259578;151.33830033416132
2021-01-23;20-59;7947;121217;33157720.0476845;23.967269126379396;6.556011120552398;244.11509562055213
2021-01-23;60+;3102;47249;17857583.105505366;17.37077174258635;6.565218311498657;201.74622616704013
2021-01-23;whole;13560;202444;67114995.0;20.204128749469476;6.698148623816957;210.6876414130702
2021-01-24;0-19;402;5630;16099691.846810132;2.496942201285978;7.14031971580817;151.57432969647192
2021-01-24;20-59;1592;23732;33157720.0476845;4.801295136428338;6.708242036069442;243.94922173078854
2021-01-24;60+;966;13157;17857583.105505366;5.409466635505614;7.3420992627498665;201.71822685733255
2021-01-24;whole;2962;42531;67114995.0;4.413320748962285;6.964331899085373;210.65784181314476
2021-01-25;0-19;5234;68118;16099691.846810132;32.50993900878311;7.683725300214333;153.66132616321843
2021-01-25;20-59;17958;246587;33157720.0476845;54.1593329522488;7.282622360465068;244.71224162370086
2021-01-25;60+;8489;119561;17857583.105505366;47.5372280215395;7.100141350440362;204.13736721606796
2021-01-25;whole;31688;434361;67114995.0;47.21448612191657;7.2953142662439765;212.18358132932886
2021-01-26;0-19;4070;58542;16099691.846810132;25.27998696326848;6.952273581360391;154.3569916521339
2021-01-26;20-59;13426;209657;33157720.0476845;40.491324435732956;6.403792861674068;244.0427142868371
2021-01-26;60+;6333;94597;17857583.105505366;35.46392567562842;6.694715477235007;203.5717811599747
2021-01-26;whole;23843;362879;67114995.0;35.525593051150494;6.570509729138363;211.87366549010397
2021-01-27;0-19;4246;57401;16099691.846810132;26.373175588707117;7.397083674500444;155.06507973906574
2021-01-27;20-59;12720;204024;33157720.0476845;38.362106868950036;6.234560639924715;243.33699628311587
2021-01-27;60+;5613;81654;17857583.105505366;31.432025077736036;6.874127415680799;203.82377494734297
2021-01-27;whole;22588;343165;67114995.0;33.65566815582717;6.582256348986639;211.73211739045797
2021-01-28;0-19;4032;68055;16099691.846810132;25.043957600957867;5.924619792814635;156.10236667343085
2021-01-28;20-59;13623;234474;33157720.0476845;41.085454549976916;5.810025845083037;244.37446206636417
2021-01-28;60+;6274;85641;17857583.105505366;35.133533821078906;7.325930337104891;205.47573422009057
2021-01-28;whole;23933;388266;67114995.0;35.65969125081511;6.164073083916696;212.91218154750663
2021-01-29;0-19;4659;74921;16099691.846810132;28.938442079083007;6.218550206217215;156.23901525161065
2021-01-29;20-59;14088;247073;33157720.0476845;42.48784289070504;5.701958530474799;245.35462596042152
2021-01-29;60+;6050;95710;17857583.105505366;33.87916474617905;6.32117856023404;206.22611572025386
2021-01-29;whole;24806;417814;67114995.0;36.96044378756193;5.937091624502769;213.63333186570304
2021-01-30;0-19;2434;35622;16099691.846810132;15.118301785895696;6.832856100162821;155.76074522798126
2021-01-30;20-59;8130;132198;33157720.0476845;24.519176795956277;6.14986610992602;245.9065336299984
2021-01-30;60+;3186;49769;17857583.105505366;17.841160145673793;6.401575277783358;206.69650412334133
2021-01-30;whole;13753;217638;67114995.0;20.49169488875027;6.319208961670296;213.92089800498383
2021-01-31;0-19;482;6023;16099691.846810132;2.993846121939904;8.002656483479994;156.25764914863515
2021-01-31;20-59;1871;25380;33157720.0476845;5.642728140865214;7.371946414499606;246.74796663443527
2021-01-31;60+;1047;13109;17857583.105505366;5.863055452768507;7.9868792432679845;207.15009294060422
2021-01-31;whole;3402;44525;67114995.0;5.068911947322651;7.640651319483436;214.57648920334418
2021-02-01;0-19;5303;70837;16099691.846810132;32.93851864034711;7.486200714315965;156.6862287801992
2021-02-01;20-59;18378;254161;33157720.0476845;55.426006292261306;7.230849736977743;248.01463997444773
2021-02-01;60+;8222;120602;17857583.105505366;46.0420648831544;6.8174657136697565;205.65492980221913
2021-02-01;whole;31926;445822;67114995.0;47.56910136102968;7.161154003167184;214.9311044424573
2021-02-02;0-19;4183;69626;16099691.846810132;25.98186375119215;6.007813173239882;157.38810556812285
2021-02-02;20-59;13853;219667;33157720.0476845;41.779108998079;6.306363723272043;249.30242453679378
2021-02-02;60+;6349;98658;17857583.105505366;35.553523466692695;6.435362565630765;205.74452759328338
2021-02-02;whole;24401;388028;67114995.0;36.357001889071135;6.288463719113054;215.76251328037796
2021-02-03;0-19;4096;62988;16099691.846810132;25.441480737481008;6.502825935098749;156.45641071689676
2021-02-03;20-59;12695;206218;33157720.0476845;38.286709646330245;6.156106644424832;249.227027314174
2021-02-03;60+;5316;84015;17857583.105505366;29.768866081105426;6.327441528298518;204.08136859665277
2021-02-03;whole;22115;353329;67114995.0;32.95090761758978;6.259039025950318;215.05775274214056
2021-02-04;0-19;3783;71990;16099691.846810132;23.497344147922522;5.254896513404639;154.9097972638614
2021-02-04;20-59;12856;224977;33157720.0476845;38.772267760001704;5.714361912551061;246.91384052419883
2021-02-04;60+;5529;84599;17857583.105505366;30.96163667464859;6.535538245132921;199.90947145022244
2021-02-04;whole;22183;381670;67114995.0;33.05222625733638;5.812088977388844;212.45028774866182
2021-02-05;0-19;4600;82308;16099691.846810132;28.571975437600738;5.588764154152695;154.54333062237913
2021-02-05;20-59;13287;247762;33157720.0476845;40.072115877966915;5.362807855926252;244.49811351146067
2021-02-05;60+;5489;96662;17857583.105505366;30.7376421969879;5.678549998965467;196.7679489010313
2021-02-05;whole;23382;426817;67114995.0;34.83871227286838;5.478226031296785;210.32855623396827
2021-02-06;0-19;2517;41687;16099691.846810132;15.633839603574145;6.037853527478591;155.05886844005755
2021-02-06;20-59;7719;131846;33157720.0476845;23.279646456086898;5.854557589915507;243.2585831715913
2021-02-06;60+;2802;50266;17857583.105505366;15.690813160131189;5.5743444873274175;194.61760191548873
2021-02-06;whole;13040;223844;67114995.0;19.429339151407223;5.825485606047068;209.26620049662523
2021-02-07;0-19;424;6333;16099691.846810132;2.6335907794658073;6.695089215221854;154.69861309758346
2021-02-07;20-59;1612;24309;33157720.0476845;4.861612914524171;6.631288823069645;242.47746794525025
2021-02-07;60+;840;13082;17857583.105505366;4.7038840308744465;6.421036538755542;193.45843049359468
2021-02-07;whole;2877;43733;67114995.0;4.286672449279032;6.5785562389957235;208.4839609985816
2021-02-08;0-19;4700;73867;16099691.846810132;29.193105338418146;6.362787171538034;150.9531997956545
2021-02-08;20-59;16664;243636;33157720.0476845;50.25677270944838;6.83971170106224;237.3082343624373
2021-02-08;60+;6850;115256;17857583.105505366;38.35905429939281;5.943291455542445;185.77541990983303
2021-02-08;whole;28229;432874;67114995.0;42.06064531480632;6.521297190406446;202.97550495235822
